species,birdID,date,longitude,latitude
Swainson's hawk,SW18,25/10/1996,-87.144,12.667
Swainson's hawk,SW18,31/10/1996,-81.524,8.785
Swainson's hawk,SW18,01/11/1996,-79.654,9.025
Swainson's hawk,SW18,02/11/1996,-76.994,8.205
Swainson's hawk,SW18,05/11/1996,-74.183,5.214
Swainson's hawk,SW18,06/11/1996,-74.152,1.829
Swainson's hawk,SW18,08/11/1996,-73.886,-0.613
Swainson's hawk,SW18,09/11/1996,-72.87,-2.784
Swainson's hawk,SW18,12/11/1996,-70.493,-5.23
Swainson's hawk,SW18,13/11/1996,-67.751,-7.246
Swainson's hawk,SW18,15/11/1996,-68.917,-9.589
Swainson's hawk,SW18,16/11/1996,-66.795,-11.717
Swainson's hawk,SW18,22/11/1996,-63.698,-14.448
Swainson's hawk,SW18,04/12/1996,-64.4,-35.644
Swainson's hawk,SW18,16/12/1996,-63.984,-35.259
Swainson's hawk,SW18,03/01/1997,-64.433,-35.081
Swainson's hawk,SW18,15/01/1997,-64.401,-35.212
Swainson's hawk,SW18,14/02/1997,-63.15,-31.356
Swainson's hawk,SW18,20/02/1997,-62.919,-31.399
Swainson's hawk,SW18,26/02/1997,-62.578,-28.07
Swainson's hawk,SW18,04/03/1997,-65.247,-11.816
Swainson's hawk,SW18,10/03/1997,-70.166,-5.499
Swainson's hawk,SW18,16/03/1997,-68.548,-1.088
Swainson's hawk,SW18,22/03/1997,-75.149,5.745
Swainson's hawk,SW18,28/03/1997,-90.551,14.004
Swainson's hawk,SW18,02/04/1997,-100.626,20.007
Swainson's hawk,SW18,03/04/1997,-101.334,20.94
Swainson's hawk,SW18,09/04/1997,-107.464,25.062
Swainson's hawk,SW18,15/04/1997,-116.99,33.85
Swainson's hawk,SW18,20/04/1997,-121.315,40.919
Swainson's hawk,SW18,21/04/1997,-121.63,41.991
Swainson's hawk,SW25,09/10/1996,-98.416,25.646
Swainson's hawk,SW25,10/10/1996,-98.411,25.67
Swainson's hawk,SW25,11/10/1996,-98.235,22.85
Swainson's hawk,SW25,13/10/1996,-95.967,18.094
Swainson's hawk,SW25,14/10/1996,-95.961,18.21
Swainson's hawk,SW25,16/10/1996,-91.832,14.725
Swainson's hawk,SW25,17/10/1996,-88.938,13.895
Swainson's hawk,SW25,20/10/1996,-86.21,12.475
Swainson's hawk,SW25,23/10/1996,-81.862,8.832
Swainson's hawk,SW25,25/10/1996,-79.779,9.015
Swainson's hawk,SW25,26/10/1996,-77.466,7.707
Swainson's hawk,SW25,29/10/1996,-75.572,5.753
Swainson's hawk,SW25,31/10/1996,-75.102,3.43
Swainson's hawk,SW25,01/11/1996,-75.083,0.438
Swainson's hawk,SW25,04/11/1996,-74.983,-5.283
Swainson's hawk,SW25,06/11/1996,-73.159,-5.964
Swainson's hawk,SW25,07/11/1996,-71.172,-7.264
Swainson's hawk,SW25,09/11/1996,-69.246,-10.066
Swainson's hawk,SW25,10/11/1996,-68.633,-13.015
Swainson's hawk,SW25,12/11/1996,-68.11,-13.887
Swainson's hawk,SW25,13/11/1996,-63.39,-17.998
Swainson's hawk,SW25,15/11/1996,-63.024,-18.474
Swainson's hawk,SW25,16/11/1996,-61.586,-21.854
Swainson's hawk,SW25,18/11/1996,-62.407,-24.79
Swainson's hawk,SW25,19/11/1996,-61.724,-26.773
Swainson's hawk,SW25,04/12/1996,-64.276,-35.24
Swainson's hawk,SW25,23/12/1996,-63.566,-35.275
Swainson's hawk,SW25,24/12/1996,-63.59,-35.262
Swainson's hawk,SW25,30/12/1996,-63.8,-35.61
Swainson's hawk,SW25,07/02/1997,-64.137,-35.981
Swainson's hawk,SW25,20/02/1997,-61.946,-31.569
Swainson's hawk,SW25,27/02/1997,-61.783,-30.818
Swainson's hawk,SW25,05/03/1997,-66.031,-11.594
Swainson's hawk,SW25,12/03/1997,-69.356,-6.827
Swainson's hawk,SW25,18/03/1997,-73.269,-0.904
Swainson's hawk,SW25,25/03/1997,-76.498,6.625
Swainson's hawk,SW25,31/03/1997,-90.45,14.384
Swainson's hawk,SW25,07/04/1997,-103.972,25.437
Swainson's hawk,SW25,20/04/1997,-118.945,35.15
